,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
56082,TRUE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,very_loud,,,,,2,,TRUE,TRUE,,,,V6CvcE3WJxRe50-r1T_juA,"Indian,Restaurants",Edinburgh,"1 Craigmount View
Edinburgh EH12 8HG","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}",55.94737955,-3.294782639,Spice Lounge Kitchen,,TRUE,6,3,EDH,business
56137,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': True, u'breakfast': True}",,FALSE,FALSE,,,FALSE,,quiet,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,TRUE,,free,LR0QqOWzkFst1uCjlTAWVA,"Sandwiches,Restaurants",Edinburgh,"158 Canongate
Old Town
Edinburgh EH8 8DD","{u'close': u'16:00', u'open': u'08:30'}","{u'close': u'16:00', u'open': u'08:30'}","{u'close': u'15:30', u'open': u'11:00'}",,"{u'close': u'16:00', u'open': u'08:30'}","{u'close': u'16:00', u'open': u'08:30'}","{u'close': u'16:00', u'open': u'08:30'}",55.9515398,-3.1786568,Sugarhouse Sandwiches,"Old Town,Royal Mile",TRUE,9,4.5,MLN,business
56229,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,TRUE,free,O6m49LJU-nGtMzKSaG1lLg,"Japanese,Restaurants",Edinburgh,"90-92 Lothian Road
Old Town
Edinburgh EH3 9BE","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'15:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}",55.9463996,-3.2059342,YummyTori,"Old Town,West End",FALSE,28,3.5,EDH,business
56405,,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,FALSE,,,,y8iefIzc0HHpB0zN76A46Q,"Delis,Restaurants",Edinburgh,"20 Henderson Row
Stockbridge
Edinburgh EH3 5DR",,,,,,,,55.96053252,-3.201568388,New Town Deli,Stockbridge,TRUE,5,4,EDH,business
56502,TRUE,,,full_bar,"{u'romantic': False, u'intimate': True, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,free,HUK5fDaXOPlxhFUdAbZ-Xw,"Restaurants,Mediterranean,Italian",Edinburgh,"95 Lothian Road
Old Town
Edinburgh EH3 9AW","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}",,"{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9464923,-3.205476,Frizzante,Old Town,TRUE,11,4,EDH,business
56538,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,TRUE,,no,Q19gSL2gPn-v0pOsnANuRA,"Scottish,British,Restaurants",Edinburgh,"1 Royal Terrace Gardens
London Road
Edinburgh EH7 5DX","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",,,55.95751102,-3.180695687,The Gardener's Cottage,,TRUE,24,4.5,EDH,business
56539,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': True, u'upscale': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,TRUE,free,KvIVxlyFoOtSRuLeAjblXg,"Restaurants,Italian",Edinburgh,"The Assembly Rooms
54 George Street
New Town
Edinburgh EH2 2LR","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9531151,-3.1987398,Jamie's Italian,New Town,TRUE,38,3.5,MLN,business
56540,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': True, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,no,C3ITrzv55LyMvwkm2Z9-5g,"Bakeries,Food,Delis,Cafes,Restaurants",Edinburgh,"1-6 Canonmills Bridge
Stockbridge
Edinburgh EH3 5LF","{u'close': u'19:00', u'open': u'08:00'}","{u'close': u'19:00', u'open': u'08:00'}","{u'close': u'19:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'19:00', u'open': u'08:00'}","{u'close': u'19:00', u'open': u'08:00'}","{u'close': u'19:00', u'open': u'08:00'}",55.96276728,-3.199525195,Earthy Canonmills,"Stockbridge,Cannonmills",TRUE,30,3.5,EDH,business
56561,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,TRUE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,FALSE,,,_zBGLuqsrqpTGtO9M1Ql9Q,"Gastropubs,Restaurants",Edinburgh,"1 Grange Road
Newington
Edinburgh EH9 1UH","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}",55.93689994,-3.18062733,No1 Grange Road,Newington,TRUE,6,3,EDH,business
56647,TRUE,,,beer_and_wine,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,,3,,TRUE,TRUE,,,,9p_tVu1JDb8Z290RNd0AkA,"Indian,Restaurants",Edinburgh,"209-213 High Street
Old Town
Edinburgh EH1 1PZ","{u'close': u'23:30', u'open': u'14:00'}","{u'close': u'23:30', u'open': u'14:00'}","{u'close': u'23:30', u'open': u'14:00'}","{u'close': u'23:30', u'open': u'14:00'}","{u'close': u'23:30', u'open': u'14:00'}","{u'close': u'23:30', u'open': u'14:00'}","{u'close': u'23:30', u'open': u'14:00'}",55.9502659,-3.188739,Real Rajput Indian Cuisine,"Old Town,Royal Mile",FALSE,3,4.5,EDH,business
56769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2tXgZtJjjjFqE6zVT_8WQ,"Restaurants,Turkish",Edinburgh,"255 Leith Walk
Leith
Edinburgh EH6","{u'close': u'17:30', u'open': u'09:00'}","{u'close': u'17:30', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:30', u'open': u'09:00'}","{u'close': u'17:30', u'open': u'09:00'}","{u'close': u'17:30', u'open': u'09:00'}",55.9661277,-3.1753728,Cafe Nemrut,Leith,TRUE,3,3.5,EDH,business
56801,TRUE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3,,,,TRUE,,,iNCm3BV0bTOfwdwNqrrqsw,"Restaurants,Italian",Edinburgh,"Ocean Terminal
Food Terrace
Leith
Edinburgh EH6 6JJ","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.98012544,-3.179683685,Zizzi,Leith,TRUE,10,3,EDH,business
56803,TRUE,,,full_bar,,casual,,,,,,,,,,,,,TRUE,FALSE,,,,,average,,,FALSE,,2,,,TRUE,TRUE,,,8jkfKZJDONEieRXgvEcfag,"Indian,Restaurants",Edinburgh,"105 - 109 Lothian Road
Old Town
Edinburgh EH3 9AN","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'12:00'}",55.9462076,-3.2050595,Kama Sutra,Old Town,TRUE,10,4.5,EDH,business
56819,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,TRUE,,,FALSE,,quiet,,,TRUE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",1,,TRUE,TRUE,TRUE,,no,Lc-GvCBmXmf1HF2eMW4zuw,"Food,Desserts,Coffee & Tea,Polish,Restaurants",Edinburgh,"31 Crighton Place
Leith
Edinburgh EH7 4NY","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'17:00'}",,"{u'close': u'22:00', u'open': u'17:00'}",55.9629242,-3.1786259,Yellow Bench,Leith,TRUE,10,4,EDH,business
56869,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,,,TRUE,FALSE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,,,,free,LNCrJTwjH9cOoLjPOzppmQ,"Fast Food,Sandwiches,Restaurants",Edinburgh,"167 Morrison Street
Leith
Edinburgh EH3 8AG","{u'close': u'15:00', u'open': u'07:30'}","{u'close': u'15:00', u'open': u'07:30'}","{u'close': u'15:00', u'open': u'09:00'}",,"{u'close': u'15:00', u'open': u'07:30'}","{u'close': u'15:00', u'open': u'07:30'}","{u'close': u'15:00', u'open': u'07:30'}",55.98225029,-3.191184998,Bite Me,Leith,TRUE,6,4.5,EDH,business
56877,TRUE,,,full_bar,,,,,,,,,TRUE,,,,,,,,,,,,,,,FALSE,,,,FALSE,TRUE,,TRUE,free,s7M5xTPh5pKHU168u8zFtA,"Scottish,Restaurants",Edinburgh,"51 - 59 York Place
New Town
Edinburgh EH1 3JD","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}",55.9563974,-3.1886115,Turquoise Thistle,New Town,TRUE,3,2.5,EDH,business
56905,TRUE,,,none,,casual,,,,,,,TRUE,,,,,,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",2,,TRUE,FALSE,,,free,ccIghvi9udbH6paHzUF_Wg,"Food,Juice Bars & Smoothies,Restaurants,Cafes",Edinburgh,"14 Rodney Street
Cannonmills
Edinburgh EH7 4EA","{u'close': u'18:00', u'open': u'11:00'}",,"{u'close': u'18:00', u'open': u'11:00'}",,"{u'close': u'18:00', u'open': u'11:00'}",,"{u'close': u'18:00', u'open': u'11:00'}",55.96240346,-3.196097316,The Marshmallow Lady,Cannonmills,TRUE,9,4.5,MLN,business
57023,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",FALSE,TRUE,FALSE,,FALSE,FALSE,{u'dj': False},quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,,,d-Cy2Vijr8qJ88UtdHu1tQ,"Nightlife,Gastropubs,Bars,Lounges,Restaurants",Edinburgh,"Unit 4 - 6
Dean Street
Stockbridge
Edinburgh EH4 1LW","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9584154,-3.2109168,The Bon Vivant Stockbridge,Stockbridge,TRUE,11,3.5,EDH,business
57024,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",,FALSE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,,,,PeGL1EzeTAw5qNZYwhaaGg,"Bakeries,Food,French,Restaurants",Edinburgh,"67 Clerk Street
Newington
Edinburgh EH8 9JG","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'15:00', u'open': u'09:30'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",55.9417139,-3.1818301,The Wee Boulangerie,Newington,TRUE,14,4.5,MLN,business
57026,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",,FALSE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,TRUE,,free,3X5XdSXWUmotmNocS5qV5A,"Cafes,Restaurants",Edinburgh,"11 Waterloo Place
Edinburgh EH1","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}","{u'close': u'17:00', u'open': u'07:30'}",55.9535309,-3.1879051,Pep & Fodder,,TRUE,15,4,EDH,business
57077,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,,,,FALSE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,,TRUE,free,DVAGv46voHWWU4ZsyFUPVw,"British,Restaurants",Edinburgh,"Point Hotel
34 Bread Street
Old Town
Edinburgh EH3 9AF","{u'close': u'22:00', u'open': u'07:00'}","{u'close': u'22:00', u'open': u'07:00'}","{u'close': u'22:00', u'open': u'07:00'}","{u'close': u'22:00', u'open': u'07:00'}","{u'close': u'22:00', u'open': u'07:00'}","{u'close': u'22:00', u'open': u'07:00'}","{u'close': u'22:00', u'open': u'07:00'}",55.9457602,-3.2035132,Bread Street Brasserie,Old Town,TRUE,3,3.5,EDH,business
57393,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,TRUE,,,,,quiet,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",1,,TRUE,,TRUE,,,cBCi1bNWhcHMY4Bo8SbzAQ,"Cafes,Restaurants",Edinburgh,"23 Bernard Street
Leith
Edinburgh EH6 6PW","{u'close': u'17:00', u'open': u'07:00'}","{u'close': u'17:00', u'open': u'07:00'}","{u'close': u'17:00', u'open': u'07:00'}",,"{u'close': u'17:00', u'open': u'07:00'}","{u'close': u'17:00', u'open': u'07:00'}","{u'close': u'17:00', u'open': u'07:00'}",55.9755134,-3.1674969,Cafe Marmalade,Leith,TRUE,6,4.5,MLN,business
57403,TRUE,,,full_bar,"{u'romantic': True, u'intimate': True, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,,no,KOv7XuQ2XRtNOQObAHerdg,"Scottish,British,Restaurants",Edinburgh,"3 Viewforth
Bruntsfield
Edinburgh EH10 4JD","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}",55.9369715,-3.2080839,Three Birds,Bruntsfield,TRUE,25,4.5,EDH,business
57411,,,,none,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,FALSE,TRUE,,,free,aKhcjMoyERx6JTo2e0X1Xw,"Food,Coffee & Tea,Cafes,Restaurants",Edinburgh,"12 Leven Street
The Meadows
Edinburgh EH3 9LG","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",55.9416799,-3.2031256,The Purple Pig cafe,"The Meadows,Bruntsfield",TRUE,8,3.5,EDH,business
57481,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': True, u'upscale': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,FALSE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,TRUE,,,KjEFFEEd_r3XqGaWpmsWpg,"British,Restaurants",Edinburgh,"10 Lady Lawson Street
Old Town
Edinburgh EH3 9DS","{u'close': u'22:00', u'open': u'17:30'}",,"{u'close': u'22:00', u'open': u'17:30'}",,"{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}",55.9463418,-3.2014367,Timberyard,Old Town,TRUE,30,4.5,EDH,business
57580,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,TRUE,,,FALSE,,FALSE,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,FALSE,free,iO7Gzv9ELqumvuFChf08uw,"Bistros,Scottish,British,Restaurants",Edinburgh,"1A Alva Street
West End
Edinburgh EH2 4PH","{u'close': u'22:00', u'open': u'17:30'}",,"{u'close': u'22:00', u'open': u'17:30'}",,"{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}",55.9504371,-3.2099151,The Edinburgh Larder Bistro,West End,TRUE,18,3.5,EDH,business
57801,TRUE,,,,,casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,,,,FALSE,,2,,TRUE,,FALSE,,,AeujRrEdt3CshHDMJ2PfrQ,"Italian,Pizza,Restaurants",Edinburgh,"350 Morningside Road
Morningside
Edinburgh EH10 4QL","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'16:30'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'16:30'}","{u'close': u'22:30', u'open': u'16:30'}","{u'close': u'22:30', u'open': u'16:30'}",55.9268493,-3.2094041,La Favorita Morningside,Morningside,TRUE,13,3.5,EDH,business
57818,TRUE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,,,,TRUE,,average,,,,,1,,TRUE,FALSE,,,,bWpd9zCn33ivzofqPbT98Q,"Delis,Restaurants",Edinburgh,"39 Queensferry Street
New Town
Edinburgh EH2","{u'close': u'17:30', u'open': u'08:00'}","{u'close': u'17:30', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'09:00'}",,"{u'close': u'17:30', u'open': u'08:00'}","{u'close': u'17:30', u'open': u'08:00'}","{u'close': u'17:30', u'open': u'08:00'}",55.9510584,-3.2097903,Pinocchio,New Town,TRUE,3,3.5,EDH,business
57943,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': True, u'upscale': False, u'casual': False}",casual,,,,,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",FALSE,TRUE,TRUE,,,TRUE,"{u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}",quiet,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,,free,95RAoc1wnt2rs28Wfs6_1Q,"Pubs,Bars,Restaurants,Nightlife,Gastropubs",Edinburgh,"37-39 Leven Street
The Meadows
Edinburgh EH3 9LH","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}",55.941245,-3.203845,The Blackbird,"The Meadows,Bruntsfield",TRUE,23,3.5,MLN,business
