,name,address,zip,minrate,maxrate,longitude,latitude,desc_en
21147,Royal Mile Budget Apartments,"493 Lawnmarket, The Royal Mile, 3 James Court,",EH1 2PB,40.99,,-3.194139486,55.94931081,"Featuring free WiFi, Royal Mile Budget Apartments are situated in Edinburgh, in one of the oldest Scottish buildings dating back to 1614. Royal Mile Budget Apartments feature views of the city and are located on Royal Mile."
21362,The Inn Place,20-30 Cockburn Street,EH1 1NY,80.1,,-3.189587542,55.950548,"The Inn Place is located in the heart of Edinburgh’s old town and within 10 minutes’ walk of the castle, Princes Street and Waverley Station. It offers modern rooms and a 24-hour front desk."
22620,Niddry Street Apartments Edinburgh,5 niddry street,EH1 1LG,133.51,,-3.186799787,55.94929599,"Featuring free WiFi, Niddry Street Apartments Edinburgh offers accommodation in Edinburgh. Edinburgh Festival Theatre is 400 metres away.  All units include a flat-screen TV. There is also a kitchen, fitted with a microwave and refrigerator."
23488,Room On The Brae,72 Liberton Brae,EH16 6LB,55,,-3.166276855,55.91522953,"Featuring free WiFi, Room On The Brae is located in Edinburgh, 3.5 km from University of Edinburgh.  Each room is equipped with a flat-screen TV with satellite channels and DVD player. You will find a coffee machine in the room."
23588,Asga Apartment,117/4 dalry road,EH11 2DR,30.6,,-3.219281137,55.9436856,"Asga Apartment offers accommodation in Edinburgh, 700 metres from EICC and 1.1 km from Edinburgh Castle.  There is a seating area and a kitchenette equipped with an oven. A TV with satellite channels is featured.  Murrayfield Stadium is 1."
24540,The Shore View Apartment,"39/9 Ocean Drive, Leith",EH6 6JL,145,,-3.169418225,55.97851111,"Offering a private waterfront balcony, The Shore View Apartment is a self-catering accommodation located in Edinburgh. Free WiFi access is available. The property is 2.6 km from Edinburgh Playhouse and 2.7 km from Omni Centre."
24996,Old Town Edinburgh,"15 Guthrie Street, Top Left, Old Town",EH1 1JG,,,-3.188245272,55.94809285,"Featuring free WiFi throughout the property, Old Town Edinburgh is situated in Edinburgh, 300 metres from Edinburgh Festival Theatre. Royal Mile is 400 metres away.  All units have a flat-screen TV. There is a seating and/or dining area in some..."
27657,Gilmour's Entry Apartment,5/1 and 5/3 Gilmour's Entry,EH8 9XL,120,,-3.182119302,55.9448804,"Situated in Edinburgh, Gilmour's Entry Apartment is 300 metres from Edinburgh Festival Theatre. University of Edinburgh is 500 metres from the property. Free private parking is available on site.  The accommodation comes with a seating area."
27955,Cowgate Hostel,96 Cowgate Edinburgh,EH1 1JN,10.86,,-3.190546889,55.9484997,"Cowgate Hostel is located in Edinburgh, a 10-minute walk from Edinburgh Waverley train station. The accommodation offers apartments with private rooms and mixed dormitories, and free WiFi throughout."
28185,Buccleuch Street Apartment,Buccleuch Street,EH8 9LT,62.1,,-3.18450499,55.94304317,"Situated 300 metres from University of Edinburgh and 400 metres from Edinburgh Festival Theatre, Buccleuch Street Apartment offers accommodation in Edinburgh. Buccleuch Street Apartment features views of the city and is 900 metres from Royal Mile."
28344,Edinburgh Festival Camping,"Royal Highland Centre, Ingliston",EH28 8NB,,,-3.368736506,55.94120318,"Edinburgh Festival Camping is a camping area located at the Royal Highland Centre Fringe venue, Ingliston, just over 8 miles from Edinburgh’s city centre. The camping has a 24-hour campsite crew."
29785,Retro Central Edinburgh,25A Grove Street,EH3 8AF,,,-3.212587219,55.94560956,"Located in Edinburgh, the Retro Central Edinburgh offers self-catering accommodation with free WiFi access and an outdoor seating area. The historic Georgian Grade B Listed property is a 20-minute stroll from Edinburgh Castle."
33822,Ice Cream Suite,90 East Crosscauseway,EH8 9HQ,125,,-3.181134264,55.94401688,"Located in the heart of Edinburgh, Ice Cream Suite is set between the Meadows and Holyrood Park. This beautifully furnished apartment has 2 double bedrooms, each with its own en suite shower room."
34738,Jacobs Apartment Edinburgh,"Flat 10, 1 Allanfield Place",EH7 5AG,115,,-3.175033787,55.96091359,Jacobs Apartment is a self-catering accommodation located in Edinburgh. The property is 1.5 km from Princess Street where you can find Edinburgh Train Station and many shops. Guests can enjoy city views from the balcony.
36428,Flat at Holyrood Park,12/3 Waverley Park,EH8 8EU,,,-3.1672703,55.9547303,"Located 1.1 km from Edinburgh Playhouse in Edinburgh, this apartment features free WiFi. Flat at Holyrood Park features views of the garden and is 1.1 km from Omni Centre."
36665,Riccarton Inn,198 Lanark Road West,EH14 5NX,35,,-3.309314558,55.89638027,"Offering a restaurant, Riccarton Inn is located in Currie. Free WiFi access is available in public areas.  All the rooms at Riccarton Inn feature a TV and tea/coffee making facilities. Bathrooms come with a bath or shower and free toiletries."
37478,Pitt Street Apartments,"39, Pitt street",EH6 4BZ,145,,-3.18663243,55.97334134,"Situated in Scotland's capital city of Edinburgh, Pitt Street Apartments offers self-catering accommodation with free WiFi access and free public parking."
37805,Picardy Place Apartment,17/5 Union Place,EH1 3NQ,243,,-3.185874224,55.95711073,"Set a 10-minute walk from Edinburgh Waverley Train Station, Picardy Place Apartment offers self-catering accommodation with free WiFi."
37999,Edinburgh Lochend Apartment,16/7 Hawkhill,EH7 6LA,75,,-3.159157749,55.96399059,Edinburgh Lochend Apartment offers pet-friendly accommodation in Edinburgh. Guests benefit from free WiFi and private parking available on site.  An oven and a microwave can be found in the kitchen and there is a private bathroom.
38269,Edinburgh Old Town Apartment,70 West Port - 14 Cordiner's Land,EH1 1LF,85,,-3.199978771,55.9463266,Edinburgh Old Town Apartment is a self-catering accommodation located in Edinburgh. Free WiFi access is available and the property is less than a 10-minute walk from Edinburgh Castle and the Royal Mile.
40124,Blackfriars Residence,55/7 Blackfriars Street,EH1 1NB,140,,-3.185549327,55.94970005,Blackfriars Residence is a self-catering accommodation located in Edinburgh. Free WiFi access is available. The property is 400 metres from Edinburgh Waverley station and 400 metres from Edinburgh Festival Theatre.
40599,Castle Wynd Apartment,3 Castle Wynd North,EH1 2NQ,,,-3.195805191,55.94857074,"Castle Wynd Apartment is an apartment situated in Edinburgh, 100 metres from Royal Mile. Castle Wynd Apartment boasts views of the city and is 200 metres from Edinburgh Military Tattoo. Free WiFi is offered ."
40790,The Beverley,40 Murrayfield Avenue,EH12 6AY,50,,-3.238485538,55.94763271,"A Victorian terraced house nestled in a quiet tree-lined avenue, The Beverley a family-run property located in Edinburgh city centre."
41030,Lothian City Center Apartment,124  Lothian Road,EH3 9BG,110,,-3.20549006,55.9453651,"Lothian City Center Apartment offers accommodation in Edinburgh, 300 metres from EICC. The apartment is 500 metres from Edinburgh Castle. Free WiFi is featured .  The kitchen comes with an oven and a toaster and there is a private bathroom."
41074,Haymarket Apartment,7/4 Easter Dalry Wynd,EH11 2TB,129,,-3.220759266,55.94441278,"Located in central Edinburgh, Haymarket Apartment offers self-catering accommodation with free WiFi access. The property is 700 metres from the EICC and a 10-minute drive from Edinburgh Castle."
41146,Edinburgh Pearl Apartments Dalry House,68a Dalry Road,EH11 2AY,99,,-3.218192269,55.94441528,"Edinburgh Pearl Apartments Dalry House is a self-catering accommodation located in Edinburgh, just a 10-minute walk from Princes Street and Edinburgh Castle. The property is 600 metres from EICC. Free WiFi access is available."
41253,Annandale Street Apt.,42 Annandale Street,EH7 4AZ,,,-3.185123205,55.96077154,Annandale Street Apt. Offers accommodation in Edinburgh. The unit is 400 metres from Edinburgh Playhouse. Free WiFi is offered throughout the property.  There is a dining area and a kitchen as well as a private bathroom. A flat-screen TV is...
43743,Grand Harbour Apartments,6 Western Harbour Terrace,EH6 6JN,60,,-3.19094881,55.98614971,"Offering a terrace, Grand Harbour Apartments is set in Edinburgh, 3.3 km from Edinburgh Playhouse. Omni Centre is 3.4 km away. Free private parking is available on site.  All units have a flat-screen TV."
43822,Portobello Apartment,2/9 Ramsay Place,EH15 1JA,,,-3.114743131,55.95419492,"Situated just 5 minutes' from Edinburgh's Portobello Beach, the Portobello Apartment offers self-catering accommodation with free WiFi access. Princes Street is just 10 minutes' bus ride away."
45075,Aaran Lodge Guest House,30 Milton Road East,EH15 2NJ,80,,-3.097816393,55.94450257,"Aaran Lodge Guest House is situated in the Portobello district in Edinburgh, 6 km from Edinburgh Festival Theatre.  A flat-screen TV, as well as an iPod docking station are provided. You will find a kettle in the room."
48152,Destiny Scotland - Rutland Residence,23 Rutland Square,EH1 2BP,150,,-3.209897494,55.94868898,"Located in the centre of Edinburgh, Destiny Scotland - Rutland Residence offers stylish self-catering accommodation with free WiFi access throughout. The property is situated 300 metres from the EICC and 400 metres from the Edinburgh Castle."
143,"Panoramic City Views Apartment, Abbey Lane",30/11 Abbey Lane,EH8 8JH,129,,-3.167575446,55.95672896,"Panoramic City Views Apartment, Abbey Lane is a spacious, two-bedroom modern apartment with panoramic views of Holyrood Park. The apartment benefits from free WiFi, free on-street parking and a lift."
1254,Moat place Homestay,6/4 Moat place,EH14 1NY,40,,-3.237617412,55.93159061,Moat place Homestay offers accommodation in Edinburgh.  Rooms are fitted with a flat-screen TV with cable channels and DVD player. The rooms are equipped with a shared bathroom. A TV is provided.  There is luggage storage space at the property.
5417,Grassmarket Old Town Vacation Apartment,76/2 Grassmarket,EH1 2JR,145,,-3.19531482,55.94788798,Grassmarket Old Town Vacation Apartment offers accommodation in Edinburgh dating back to 1634. The unit is 200 metres from Royal Mile. Free WiFi is featured throughout the property.
6965,Claremont Court apartment,4/5 Claremont Court,EH7 4LA,135,,-3.189234785,55.96472432,"Set in Edinburgh, this apartment is 900 metres from Edinburgh Playhouse. The apartment is 1 km from Omni Centre. Free WiFi is provided .  The kitchen has an oven and a microwave, as well as a kettle."
7088,Casa Hamilton,8 gilmore place,EH3 9NQ,50,,-3.206405358,55.94144067,Casa Hamilton is a family-run B&B located 1.5 miles from Edinburgh city centre. The property is in a restored Victorian house and offers three rooms combining period features and colourful decorations.
8853,Moredun House,"Mordun House 6-3, 14 Craigour Green",EH17 7RL,78,,-3.139036487,55.91633234,"Situated in Edinburgh, this apartment features free WiFi. The unit is 4.4 km from Edinburgh Festival Theatre.  An oven and a microwave can be found in the kitchen. A TV with cable channels is featured. There is a private bathroom with a hot tub."
10431,West End Apartments,19A Chester Street,EH3 7RA,74.7,,-3.21644922,55.94988639,"Located in Edinburgh, this apartment features a terrace. The unit is 600 metres from EICC. Free WiFi is available .  The kitchen comes with a dishwasher. A flat-screen TV is offered. There is a private bathroom with a bath."
11010,Pilrig Heights,34 Pilrig Heights Bldg 6,EH6 5BF,,,-3.184500427,55.96646515,"Situated 1.1 km from Edinburgh Playhouse in Edinburgh, this apartment features free WiFi. The unit is 1.2 km from Omni Centre.  There is a dining area and a kitchen as well as a private bathroom. A TV is provided.  Edinburgh Military Tattoo is 1."
11577,Leith Apartments,54 Pitt Street,EH6 4DA,50,,-3.186251624,55.97330221,"Situated 1.8 km from Edinburgh Playhouse and 1.9 km from Omni Centre, Leith Apartments offers accommodation in Edinburgh. Leith Apartments boasts views of the garden and is 2.6 km from Edinburgh Military Tattoo. Free WiFi is offered ."
11673,Apartment Edinburgh,451/17 Lawnmarket,EH1 2NX,275,,-3.193225101,55.94974644,"Located in Edinburgh, this apartment is 100 metres from Royal Mile. Apartment Edinburgh features views of the city and is 100 metres from Edinburgh Military Tattoo. Free WiFi is offered throughout the property."
14258,The Ice House,20 Tower Street,EH6 7BY,220,,-3.166355875,55.97672451,"The Ice House is an apartment set in Edinburgh, 2.5 km from Edinburgh Playhouse. The unit is 2.6 km from Omni Centre. Free WiFi is offered throughout the property.  There is a seating area and a kitchen."
16241,Anne House,"Anne House, 11 Bell's Wynd, 146 Royal Mile, Edinburgh",EH1 1QY,,,-3.190651238,55.94996253,"Featuring free WiFi, Anne House offers accommodation in Edinburgh. Royal Mile is 200 metres away. Private parking is available on site.  There is also a kitchen, equipped with an oven. A toaster and kettle are also available."
18306,Edinburgh City Flat,Springvalley Gardens,EH10 4QG,80,,-3.211482824,55.92954935,"Edinburgh City Flat is an apartment situated in Edinburgh, 1.8 km from EICC. The unit is 2.1 km from University of Edinburgh. Free WiFi is available throughout the property.  There is a dining area and a kitchenette as well as a private bathroom."
18617,Cockburn Street,27/2 Cockburn Street Edinburgh,EH1 1BP,136.5,,-3.190024387,55.95071672,"Cockburn Street offers pet-friendly accommodation in Edinburgh, 200 metres from Edinburgh Military Tattoo. The unit is 300 metres from Royal Mile. Free WiFi is available throughout the property."
21418,Haymarket Apartments,6 Torphichen Street,EH3 8JQ,76.5,,-3.2147759,55.94691069,Haymarket Apartments offers accommodation in Edinburgh. EICC is 300 metres from the property. Free WiFi is featured throughout the property.  There is a seating and/or dining area in some units.
22117,Church Hill Apartment,52 Morningside Road,EH10 4BZ,35,,-3.210204781,55.93253208,"Church Hill Apartment is set in Edinburgh, 1.5 km from EICC.  Each room includes a TV. You will find a kettle in the room. Church Hill Apartment features free WiFi throughout the property.  You will find a shared kitchen at the property."
22531,Hillside Apartment,"1F2, 5 Hillside Street",EH7 5HD,149,,-3.177690946,55.95887432,"Situated in Edinburgh, this apartment is 500 metres from Edinburgh Playhouse. The apartment is 600 metres from Omni Centre. Free WiFi is offered throughout the property."
22719,Sugarhouse Close - Royal Mile,41 Holyrood Road,EH8 8FF,,,-3.1787149,55.9501416,"Sugarhouse Close - Royal Mile offers accommodation in Edinburgh, just a 3-minute walk from The Royal Mile. Edinburgh Festival Theatre is 600 metres away.  An oven and microwave are offered, as well as a kettle."
23244,Lord Lyons Chambers at 28 North Bridge,28 North Bridge,EH1 1QG,102,,-3.188448271,55.95087111,"Located right in Edinburgh's historical centre, Lord Lyons Chambers at 28 North Bridge offers luxury self-catering accommodation. Guests benefit from free WiFi throughout the accommodation."
27314,The Randolph Rooms,Flat 3/3 Randolph Crescent,EH3 7TH,95,,-3.210855266,55.95174043,"Featuring free WiFi throughout the property, The Randolph Rooms is set in Edinburgh, 600 metres from EICC.  Certain units feature a seating area where you can relax. Some rooms include views of the garden or city."
27869,Rose Street Apartment,129/5 Rose Street,EH2 3DT,80,,-3.202955226,55.95170069,"Rose Street Apartment offers accommodation in Edinburgh. The unit is 400 metres from Edinburgh Castle. Free WiFi is offered .  Situated on the top floor, the apartment features a kitchen with an oven and a private bathroom."
28724,Edinburgh Vacation Apartment,13 Shandon Place (Flat 2),EH11 1QN,130,,-3.231236073,55.93429834,"Edinburgh Vacation Apartment offers pet-friendly accommodation in Edinburgh, 1.2 km from Murrayfield Stadium and 1.9 km from EICC. The unit is 2.5 km from Edinburgh Castle. Free WiFi is offered .  The kitchen features a dishwasher."
29770,The Spires Edinburgh,93-95 Hanover Street,EH2 1DJ,82,,-3.1977531,55.9544635,"The Spires Edinburgh offers accommodation in Edinburgh. Edinburgh Military Tattoo is 500 metres from the property.  All units include a flat-screen TV and CD player. There is also a kitchen, fitted with a dishwasher."
32867,Capital Retreats,30A Shandwick Place,EH2 4RT,109,,-3.2093158,55.9497875,"Located 400 metres from EICC, Capital Retreats offers pet-friendly accommodation in Edinburgh. The apartment is 600 metres from Edinburgh Castle. Princes Street is a 2-minute walk away, whilst Rose Street and George Street are a 5-minute walk and ."
33855,Sandilands House,25 Queensferry Road,EH4 3HB,80,,-3.233031467,55.95450211,"Located in Edinburgh in the Lothian Region, 1.3 km from Murrayfield Stadium, Sandilands House boasts a terrace and views of the garden. Free private parking is available on site.  Rooms have a flat-screen TV. You will find a kettle in the room."
34972,Glendinning Crescent House,64 Glendinning Crescent,EH16 6ND,,,-3.160921633,55.9171016,"Featuring free WiFi throughout the property, Glendinning Crescent House is a holiday home set in Edinburgh, 3.5 km from University of Edinburgh. It provides free private parking.  There is a seating area and a kitchen as well as a private bathroom."
35884,Destiny Scotland - George IV Apartments,23 George IV Bridge,EH1 1EN,100,,-3.19157501,55.9475778,"Located just off the Royal Mile, Destiny Scotland - George IV Apartments is a stunning development a 5-minute walk from Edinburgh Castle. Free WiFi is accessible throughout."
36680,Albany St B&B,18A Albany St,EH1 3QB,160,,-3.192343712,55.95707469,"Albany St B&B is situated in the New Town district in Edinburgh, 400 metres from Omni Centre.  Each room is fitted with a flat-screen TV. Each room comes with a private bathroom equipped with a bath. Albany St B&B features free WiFi ."
37410,24 Royal Terrace,24 Royal Terrace,EH7 5AH,54,,-3.1768768,55.9568956,"Situated in central Edinburgh at the foot of Calton Hill, 24 Royal Terrace is nestled amongst the grand Georgian townhouses of prestigious Royal Terrace; a quiet, cobbled street just a short walk from the buzz of the city."
37523,Atholl Apartments,10 Atholl Crescent Lane,EH3 8ET,120,,-3.210960421,55.94789631,"Located in Edinburgh, Atholl Apartments is 200 metres from EICC. Edinburgh Castle is 700 metres away. Free WiFi is provided throughout the property.  The accommodation comes with a seating and dining area."
37930,Academia Holiday Apartment,67/30 Giles Street,EH6 6DD,,,-3.172516,55.9724896,"Located 1.9 km from Edinburgh Playhouse, Academia Holiday Apartment offers accommodation in Edinburgh. The unit is 2 km from Omni Centre. Private parking is available on site.  There is a dining area and a kitchen equipped with dishwasher."
38044,Royal Mile Cranston,"1 Cranston Street, Corner of Royal Mile and Cranston Street",EH8 8BE,,,-3.183838481,55.95074856,"Situated 500 metres from Edinburgh Festival Theatre and 600 metres from Omni Centre, Royal Mile Cranston offers accommodation in Edinburgh. Royal Mile Cranston boasts views of the sea and is 600 metres from Edinburgh Military Tattoo."
38251,Drumdryan Apartment Edinburgh,4 Drumdryan Street,EH3 9LA,80,,-3.202670083,55.94267585,"Drumdryan Apartment Edinburgh offers accommodation in Edinburgh, 600 metres from EICC and 700 metres from Edinburgh Castle. The apartment is 800 metres from University of Edinburgh. Free WiFi is offered throughout the property."
39498,Castle View Apartment,7/6 Western Harbour Midway,EH6 6NP,195,,-3.189735537,55.98630245,"Located 3.3 km from Edinburgh Playhouse and 3.4 km from Omni Centre, Castle View Apartment offers accommodation in Edinburgh. The property features views of the city and is 4 km from Edinburgh Military Tattoo."
39728,Heriothill Apartment,26 Heriothill Terrace,EH7 4DY,69,,-3.194739487,55.96265696,Heriothill Apartment offers pet-friendly accommodation in Edinburgh. The apartment is 900 metres from Edinburgh Playhouse. Free WiFi is offered .  The kitchen is fitted with a dishwasher.
41800,Hugo's Place,108A / ! West Bow,EH1 2HH,109.5,,-3.194388791,55.94813317,"Set in Edinburgh, this apartment is 100 metres from Royal Mile. The unit is 300 metres from Edinburgh Military Tattoo. Free WiFi is featured throughout the property.  The kitchen has an oven, a microwave and a toaster, as well as a coffee machine."
41863,Arrandale Guest House,28 Mayfield Gardens,EH9 2BZ,48,,-3.172356046,55.93161924,"Featuring free WiFi throughout the property, Arrandale Guest House offers accommodation in Edinburgh, 1.7 km from University of Edinburgh. Free private parking is available on site for 1 vehicle and free on-street parking is available nearby."
41917,Edinburgh City Centre Apartment,15/5 West Crosscauseway,EH8 9JW,109,,-3.183750083,55.94380685,"Edinburgh City Centre Apartment offers accommodation in Edinburgh, 300 metres from Edinburgh Festival Theatre. The apartment is 400 metres from University of Edinburgh. Free WiFi is offered throughout the property.  The kitchen has an oven."
41927,Dundas Apartment,106a Dundas St.,EH3 6RQ,120,,-3.200412939,55.95892092,"Set 1 km from Edinburgh Playhouse in Edinburgh, this apartment features a terrace. The unit is 1 km from Omni Centre. Free WiFi is offered .  The unit is equipped with a kitchen. Towels and bed linen are featured at Dundas Apartment."
42826,Hamish's Hame Edinburgh,"Springvalley Terrace, Morningside",EH10 4QD,125,,-3.211009258,55.92868193,"Situated 1.9 km from EICC and 2.1 km from University of Edinburgh, Hamish's Hame Edinburgh offers accommodation in Edinburgh. Hamish's Hame Edinburgh boasts views of the city and is 2.3 km from Edinburgh Castle."
43183,Royal Mile Blair,"13 Blair Street, Edinburgh",EH1 1QR,,,-3.18779698,55.94940883,Royal Mile Blair offers accommodation in Edinburgh. The accommodation is air conditioned and has a hot tub. Edinburgh Festival Theatre is 400 metres away. Free WiFi is offered .  The accommodation features a flat-screen TV and DVD player.
43337,Meadows Apartment,16 West Preston Street,EH8 9PU,99,,-3.180337382,55.93922364,"Offering a garden, Meadows Apartment offers accommodation in Edinburgh. Edinburgh Festival Theatre is 800 metres away. Free WiFi is featured throughout the property.  The accommodation comes with a seating and dining area."
47700,Holistic Condos Aparment- Brunswick St,55 Brunswick street,EH7 5HT,170,,-3.1804272,55.95983984,"Holistic Condos Aparment- Brunswick St is an apartment located in Edinburgh, 400 metres from Edinburgh Playhouse. The property boasts views of the city and is 500 metres from Omni Centre. Free WiFi is available throughout the property."
48063,Torphichen St Apartment,Torphichen Street,EH3 8JQ,210,,-3.182752625,55.97958731,"Located 2.5 km from Edinburgh Playhouse and 2.6 km from Omni Centre, Torphichen St Apartment offers accommodation in Edinburgh. The unit is 3.3 km from Edinburgh Military Tattoo. Free WiFi is provided throughout the property."
48469,Grassmarket Apartment,7 Chapel Wynd,EH1 2RT,85,,-3.199231154,55.94668625,"Grassmarket Apartment offers accommodation in Edinburgh, 200 metres from Edinburgh Castle. The apartment is 400 metres from Royal Mile. Free WiFi is offered throughout the property.  The unit is fitted with a kitchen. A TV is featured."
49813,Grassmarket-Old Town Apartment,90 Grassmarket,EH1 2JR,84.5,,-3.1954638,55.9477266,"Situated in Edinburgh, this apartment features free WiFi. The apartment is 200 metres from Royal Mile.  An oven, a microwave and a toaster can be found in the kitchen. A TV is featured. There is a private bathroom with a shower."
874,The Learmonth Residence,2 Learmonth Terrace,EH4 1PQ,75,,-3.216537026,55.95572768,"The Learmonth Residence forms the ground floor of a Victorian townhouse located in the centre of Edinburgh’s New Town Conservation Area and World Heritage Site, 900 metres from the west end of Princes Street."
1470,Apartment Elm Row,"32 Elm Row, 2nd floor flat 3",EH7 4AH,145,,-3.183074726,55.95917556,"Located 300 metres from Edinburgh Playhouse, Apartment Elm Row offers accommodation in Edinburgh. The apartment is 400 metres from Omni Centre. Free WiFi is provided .  The kitchen features an oven."
4651,North Bridge Flat,50/17 North Bridge,EH1 1QN,90,,-3.187890758,55.95041199,"Set in Edinburgh, North Bridge Flat offers self-catering accommodation with free WiFi. The unit is 400 metres from Royal Mile.  The kitchen has an oven and a microwave and there is a private bathroom."
8427,Alva Street,30 Alva Street,EH2 4PY,,,-3.211177607,55.95000744,"Situated 400 metres from EICC in Edinburgh, this apartment features free WiFi. The unit is 700 metres from Edinburgh Castle.  There is a seating area and a kitchen as well as a private bathroom."
9788,Ponton Street Apartment,2/2 Ponton Street,EH3 9QQ,250,,-3.206421085,55.9440014,Ponton Street Apartment offers accommodation in Edinburgh. The property features views of the city and is 300 metres from EICC. Free WiFi is featured throughout the property.  The kitchen features an oven. A flat-screen TV is offered.
9824,George IV Residence,14 2F3 George IV Bridge,EH1 1EE,200,,-3.191943957,55.94803971,"George IV Residence offers accommodation in Edinburgh. The property features views of the city and is 200 metres from Royal Mile. Free WiFi is offered .  The kitchen is fitted with a dishwasher and an oven, as well as a kettle."
10427,13 Warriston Crescent Edinburgh,13 Warriston Crescent,EH3 5LA,,,-3.200006255,55.96396025,"Featuring free WiFi throughout the property, 13 Warriston Crescent Edinburgh offers accommodation in Edinburgh.  Some rooms have a seating area where you can relax. You will find a coffee machine and a kettle in the room."
10933,Destiny Student - Brae House,31 Abbeyhill,EH8 8EL,,,-3.171108887,55.95555106,"Destiny Student – Brae House is a glass-covered student building lying in the shadow of Arthur’s Seat. Sitting at the foot of the Royal Mile, the National Parliament and Holyrood Palace are less than 5 minutes' walk away."
11385,Linton Court Apartment,"7 Murieston Road, Flat 42",EH11 2JJ,90,,-3.227138478,55.93972461,"Featuring free WiFi throughout the property, Linton Court Apartment is situated in Edinburgh, 900 metres from Murrayfield Stadium. EICC is 1.3 km from the property.  All units have a flat-screen TV."
11691,109 Broomhouse Apartment,109 Broomhouse Crescent,EH11 3RG,36,,-3.275892149,55.92911081,"Featuring free WiFi throughout the property, 109 Broomhouse Apartment offers pet-friendly accommodation in Edinburgh, 1.7 km from Edinburgh Zoo. Free private parking is available on site and the nearest bus and tram stops are a 5-minute walk away."
13092,Holistic Condos Budget - Brunswick Road,39 Brunswick Road,EH7 5PD,116.1,,-3.172421976,55.96090683,"Located in Edinburgh, Holistic Condos Budget - Brunswick Road offers self-catering accommodation with free WiFi and private parking. The property is 0.7 miles from the Edinburgh Playhouse."
13656,New Town Apartment,50/12 Broughton Road,EH7 4EE,46.99,,-3.193835958,55.96385053,New Town Apartment offers accommodation in Edinburgh. Edinburgh Playhouse is 1 km from the property. Free WiFi is available .  The accommodation features a flat-screen TV. All units have a kitchen equipped with an oven and microwave.
14011,Bryson Road Edinburgh Apartment,64 Bryson Rd,EH11 1DR,72.5,,-3.224024932,55.93757052,"Set 1.2 km from Murrayfield Stadium in Edinburgh, this apartment features free WiFi. The unit is 1.3 km from EICC. Free private parking is available on site.  An oven and a microwave can be found in the kitchen and there is a private bathroom."
14183,Holyrood Apartment,24 Dalkeith Road,EH16 5BS,100,,-3.174689471,55.93878151,"Set in Edinburgh, Holyrood Apartment is 1.1 km from Edinburgh Festival Theatre and the University of Edinburgh. Free WiFi is offered .  There is a dining area and a kitchen complete with an oven and a microwave. A flat-screen TV is available."
16387,Royal Mile Group Apartments,"3/10 James Court, 493 Lawnmarket",EH1 2PB,65.99,,-3.193673769,55.94940675,"Featuring free WiFi, Royal Mile Group Apartments offers pet-friendly accommodation in Edinburgh. Royal Mile is a few steps away.  The accommodation comes with a flat-screen TV. There is also a kitchen, fitted with an oven and microwave."
19312,Rose Street Residence,77 2F3 Rose Street,EH2 3DT,200,,-3.201559782,55.95197851,"Rose Street Residence is an apartment set in Edinburgh, 400 metres from Edinburgh Castle. The apartment is 500 metres from Edinburgh Military Tattoo. Free WiFi is offered ."
20706,Royal Park Clockmill Apartment,16/3 Clockmill Lane,EH8 8HY,70,,-3.160765642,55.95513643,"Royal Park Clockmill Apartment is an apartment located in Edinburgh, 1.5 km from Edinburgh Playhouse. Offering free private parking, the apartment is 1.5 km from Omni Centre. Free WiFi is offered throughout the property."
22304,Destiny Scotland - Princes Street Residence,140 Princes Street,EH2 4BL,149,,-3.206712306,55.95039469,"Featuring free WiFi throughout the property, Destiny Scotland - Princes Street Residence is situated in Edinburgh, 500 metres from Edinburgh Castle. EICC is 500 metres from the property."
23763,Fountain Court Apartments - Braid,"27 Thistle Street, Edinburgh",EH2 1DY,76.5,,-3.1985797,55.9542131,"Fountain Court Apartments - Braid is set in Edinburgh, 1 km from Edinburgh Military Tattoo. Edinburgh Castle is 1 km from the property. Free WiFi is provided throughout the property.  The accommodation is equipped with a TV."
24679,Chic & bright flat near Royal Mile,16/5 Waverly Park,EH8 8ET,90,,-3.1669387,55.954356,"Set 1.1 km from Edinburgh Playhouse and 1.2 km from Omni Centre, Chic & bright flat near Royal Mile offers accommodation in Edinburgh. The apartment is 1.5 km from Edinburgh Festival Theatre. Free WiFi is featured throughout the property."
27971,Destiny Student - Shrubhill,8 Middlefield,EH7 4QW,,,-3.179304629,55.9631866,"Located only 10 minutes' walk from the tram stop, bus station and Waverley train station, this purpose-built student accommodation offers guests a central base in Edinburgh."
28192,Union Place Apartment,17/2 Union Place,EH1 3NQ,95,,-3.185772339,55.95726034,"Located in Edinburgh, this apartment is 100 metres from Edinburgh Playhouse. The apartment is 100 metres from Omni Centre. Free WiFi is featured throughout the property."
28204,Kingsley Guest House,30 Craigmillar Park,EH16 5PS,44,,-3.169204708,55.928544,"Featuring free WiFi throughout the property, Kingsley Guest House offers accommodation in Edinburgh.  A flat-screen TV is featured.  There is luggage storage space at the property.  University of Edinburgh is 2."
28413,50/35 Edinburgh Royal Mile Mansion,50/35 North bridge,EH1 1QN,200,,-3.187518631,55.95025569,"50/35 Edinburgh Royal Mile Mansion offers accommodation in Edinburgh, 400 metres from Royal Mile and 400 metres from Edinburgh Military Tattoo. The property features views of the city and is 500 metres from Edinburgh Festival Theatre."
