,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,cusine,zip
64743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eoQ0iRrZa4VHCBLTBZUsgA,"Cafes,Restaurants",Edinburgh,"Deanhaugh Street
Stockbridge
Stockbridge
Edinburgh EH4 1LY",,,,,,,,55.9582506,-3.2092801,Maxies Cafe,Stockbridge,True,3,5.0,EDH,business,Cafes,EH4
64746,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,,,False,,,False,,,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,False,,free,FvOkoedgwtDJjOkuRWeLjg,"Burgers,Restaurants",Edinburgh,"Cameron Toll Shopping Centre
Edinburgh EH16 5LD",,,,,,,,55.9271599,-3.1637844,Burger king,,True,3,3.0,EDH,business,Burgers,EH16
64755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,QVjchABWbfnMD8cnvtk8RA,"Cafes,Restaurants",Edinburgh,"28 Marchmont Crescent
Marchmont
Edinburgh EH9 1HQ",,,,,,,,55.9379217,-3.1929057,The Ceramic Experience,Marchmont,True,3,2.5,EDH,business,Cafes,EH9
64801,,,,,,casual,,,,,,,False,,,,,,True,,,,,,,,,,,,,,,,,,axh7SNZl4nKehq5VOTy4WQ,"Nightlife,Thai,Fast Food,Bars,Restaurants",Edinburgh,"36 Broughton Street
New Town
Edinburgh EH1 3SB","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:30'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9582522515,-3.18963521942,Bangkok Bar,New Town,True,3,4.0,EDH,business,Thai,EH1
64827,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,True,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,False,,quiet,,,False,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3.0,,False,True,True,,no,Wr_Cw6NXBZCcVhZT8-QsAQ,"Steakhouses,Scottish,Restaurants",Edinburgh,"20 Princes Street
New Town
Edinburgh EH2 2AN","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}",55.9531833,-3.1908259,Twenty Princes Street,New Town,True,7,3.5,MLN,business,Scottish,EH2
64876,True,,,full_bar,,casual,,,,True,False,,False,,False,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,False,,False,,,,,,True,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2.0,outdoor,True,True,True,True,free,fbIbhvvLSHpTqjdSFSGrlA,"Nightlife,Bars,Lounges,British,Restaurants",Edinburgh,"192-194 Morrison St
West End
Edinburgh EH3 8EB","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9463016,-3.2119638,The Priory,West End,True,7,3.5,EDH,business,British,EH3
65000,False,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,True,,,False,,False,False,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,False,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,False,,no,w5QLmggiPXwtQ_ycZqii3w,"Fast Food,Sandwiches,Restaurants",Edinburgh,"82 Canongate
Old Town
Edinburgh EH8 8BZ","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'17:00', u'open': u'11:00'}",55.9520532,-3.1768416,Oink,"Old Town,Royal Mile",True,15,4.5,MLN,business,Fast Food,EH8
65175,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,False,,,,,quiet,,,True,,3.0,,,True,True,,free,fdK61p5slxipkWMF7FLifw,"British,Restaurants",Edinburgh,"George Street
New Town
Edinburgh EH2 4HQ",,,,,,,,55.9530582,-3.2003033,George Street Bar and Grill,New Town,True,4,3.5,EDH,business,British,EH2
65176,,,,,,casual,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,MPslQ3IxFCvJ157BXuwXGA,"Belgian,Restaurants",Edinburgh,"62 West Port
Grassmarket
Edinburgh EH1 2LD","{u'close': u'22:30', u'open': u'09:00'}","{u'close': u'22:30', u'open': u'09:00'}","{u'close': u'22:30', u'open': u'09:00'}","{u'close': u'22:30', u'open': u'09:00'}","{u'close': u'22:30', u'open': u'09:00'}","{u'close': u'22:30', u'open': u'09:00'}","{u'close': u'22:30', u'open': u'09:00'}",55.9463954,-3.1998173,Cafe Bleu,"Grassmarket,Old Town",True,3,4.5,EDH,business,,EH1
65177,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,False,True,True,,no,kFgZU_gT1TvaPSCkYyf1Sg,"Korean,Restaurants",Edinburgh,"22a Brougham Place
Tollcross
Edinburgh EH3 9JU","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}",,"{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}",55.9427266,-3.2017491,Ong Gie,"Tollcross,The Meadows",True,18,3.5,EDH,business,Korean,EH3
65180,False,,,,,casual,,,,,,,False,,,,,,False,False,,,,,,,,,,1.0,,True,False,,,free,t4KylWDIDfLZAXgn1ivGog,"Cafes,Restaurants",Edinburgh,"16 Bank Street
Old Town
Edinburgh EH1 2LN","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:30', u'open': u'10:00'}","{u'close': u'18:30', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",55.9498148,-3.1928585,Zebra Coffee Co,"Old Town,Royal Mile",True,4,3.5,EDH,business,Cafes,EH1
65519,True,,,,,casual,,,,True,,,False,,,,,,True,True,,,False,,,,,False,,1.0,,False,True,,,,KBtsJNRS7WpuTlS8JTUncw,"Buffets,Restaurants",Edinburgh,"Omni Centre
Greenside Place
New Town
Edinburgh EH1 3AA","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}",55.9565917793,-3.1857043257,Cosmo,New Town,True,10,3.5,EDH,business,,EH1
65710,True,,,,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,True,,,,,False,,2.0,,True,False,,,,VXl8mfkT906XfsMw3-Ct9Q,"Restaurants,Cafes,Italian",Edinburgh,"Leith Street
New Town
Edinburgh EH1","{u'close': u'00:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'00:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}",55.9576699801,-3.18455810511,Taste Of Italy,New Town,True,9,4.0,EDH,business,Italian,EH1
65883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ag4g3sQynrz-SMe1dcyF5g,"Cafes,Restaurants",Edinburgh,"13/29 Nicolson Street
Newington
Edinburgh EH8 9FT","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}",55.9467878,-3.1860164,Th'eatery,Newington,True,4,4.5,EDH,business,Cafes,EH8
65937,True,,,,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,,,,,,False,,2.0,,True,True,,,,9qjBHiiVZQElk8uuHUY9PQ,"Thai,Restaurants",Edinburgh,"10 Chapel Street
Newington
Edinburgh EH8 9AY","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'11:00'}",55.9445960248,-3.18614110351,Thai Kitchen,Newington,True,4,4.0,EDH,business,Thai,EH8
65977,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,quiet,,,True,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3.0,,,True,True,,,XPLru2l5Dkk7hTtUFZOVEQ,"French,Restaurants",Edinburgh,"88 Commercial Street
Leith
Edinburgh EH6 6LX","{u'close': u'22:00', u'open': u'12:00'}",,"{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9770251,-3.1727333,Bistro Provence,Leith,True,5,3.5,EDH,business,French,EH6
66102,True,,,,,,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,False,,,,,,,,,,,,,True,False,,,,etAKBzH7AcX4w1WYPFEXeQ,"Cafes,Restaurants",Edinburgh,"29 Grassmarket
Grassmarket
Edinburgh EH1 2HS","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'19:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'09:30'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",55.947118,-3.1964728,Caffe Piccolo,"Grassmarket,Old Town",True,5,3.5,EDH,business,Cafes,EH1
66103,True,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,,,True,True,,,False,,quiet,,,,,2.0,,,True,,,,8uK7RBxZxSseAxanb-BhUA,"Restaurants,Italian",Edinburgh,"18 Howe Street
New Town
Edinburgh EH3 6TG","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9562948,-3.2026661,Papavero,New Town,True,6,4.5,EDH,business,Italian,EH3
66138,True,,,,,casual,,,,,,,False,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,False,,,False,,,,,True,,1.0,,True,False,,,,6omMF5aEC33HgvAAZ5cGbg,"Fast Food,Restaurants",Edinburgh,"Suite 95
Rose Street
New Town
Edinburgh EH2 3DT","{u'close': u'16:00', u'open': u'10:30'}","{u'close': u'16:00', u'open': u'10:30'}","{u'close': u'17:00', u'open': u'10:30'}","{u'close': u'17:00', u'open': u'10:30'}","{u'close': u'16:00', u'open': u'10:30'}","{u'close': u'16:00', u'open': u'10:30'}","{u'close': u'16:00', u'open': u'10:30'}",55.9521090135,-3.20116112686,Pig In A Poke,New Town,True,6,4.0,EDH,business,Fast Food,EH2
66298,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': True, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,no,SWRVzB-XA86b6z27h9OD9g,"Japanese,Restaurants",Edinburgh,"10 Gillespie Place
The Meadows
Edinburgh EH10 4HS","{u'close': u'22:00', u'open': u'12:00'}",,"{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9405611,-3.2039554,Harajuku Kitchen,"The Meadows,Bruntsfield",True,20,4.5,MLN,business,Japanese,EH10
66306,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': True, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",False,True,False,,False,False,{},average,,,True,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,outdoor,False,True,True,,free,WQTs7LeEiXWCdR7G8uz2ew,"Pubs,Bars,Restaurants,Nightlife,Gastropubs",Edinburgh,"9 Advocate Close
Old Town
Edinburgh EH1 1ND","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}","{u'close': u'01:00', u'open': u'09:00'}",55.9502327404,-3.19153886526,The Devil's Advocate,"Old Town,Royal Mile",True,118,4.5,EDH,business,Gastropubs,EH1
66376,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,True,,,False,,False,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,True,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1.0,,,True,True,,,-uivNvzL-l33iht2QtPFzg,"Indian,African,Restaurants",Edinburgh,"44-45 St Patrick Square
Newington
Edinburgh EH8 9ET","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",55.9434369,-3.1842085,Bindi,Newington,False,11,4.5,MLN,business,Indian,EH8
66377,False,,,,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,,,,True,,1.0,,False,False,True,,,0fem_WQcDf1A-6KpuKQngg,"Cafes,Restaurants",Edinburgh,"239-241 Leith Walk
Leith
Edinburgh EH6 8NY","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'10:30'}","{u'close': u'17:00', u'open': u'10:30'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}",55.9661565,-3.1751761,Area C Coffeehouse,Leith,True,11,4.5,EDH,business,Cafes,EH6
66514,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",False,True,True,,True,True,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,no,False,True,True,,free,jzP1EDY3shoD-SH2yUtOIg,"Italian,Bars,American (Traditional),Nightlife,Restaurants",Edinburgh,"The Omni Centre
28 Greenside Row
New Town
Edinburgh EH1 3AJ",,,,,,,,55.9563654374,-3.1861991845,Frankie & Benny's,New Town,True,7,1.5,EDH,business,Italian,EH1
66639,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,False,,False,,True,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",False,True,True,,False,False,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",quiet,,,False,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2.0,outdoor,False,True,True,True,free,b6BvPbLZNFifY1qlEhPCAw,"Bars,British,Cocktail Bars,Nightlife,Lounges,Restaurants",Edinburgh,"21-25 Duke Street
Leith
Edinburgh EH6 8HH","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}",55.9701351,-3.1701971,The Lioness of Leith,Leith,True,25,4.0,EDH,business,British,EH6
66774,True,,,full_bar,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,False,,,False,,,,,,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3.0,,False,True,True,,,gQZS8WjhRErASI8hcj-xHw,"French,Restaurants",Edinburgh,"15 NW Circus Place
Stockbridge
Edinburgh EH3 6SX","{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'21:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}","{u'close': u'22:00', u'open': u'17:30'}",55.9573847,-3.2066533,Bistro Moderne,"Stockbridge,New Town",False,8,4.0,EDH,business,French,EH3
66845,False,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,True,,,,,,False,True,,,,,average,,,False,,2.0,,True,True,,,free,BkO-H4_A8NhXz912nI148Q,"Taiwanese,Chinese,Restaurants",Edinburgh,"14 Marshall Street
Newington
Edinburgh EH8 9BU","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9457183593,-3.18629715273,Lian Pu,Newington,True,9,3.0,EDH,business,Chinese,EH8
66985,True,,,,,casual,,,,,,,,,,,,,False,False,,,False,,,,,,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2.0,,True,True,True,,no,hjcM4W6vbEpiW3jdBmIE6Q,"Restaurants,Barbeque,Turkish",Edinburgh,"121 Morrison Street
West End
Edinburgh EH3 8AJ","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9459661,-3.2113609,Rodi,West End,True,13,4.5,EDH,business,Turkish,EH3
67057,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,no,-ibQywC1gy8_NdcDIKh9GQ,"Korean,Japanese,Restaurants",Edinburgh,"113 Buccleuch Street
Newington
Edinburgh EH8 9NG","{u'close': u'21:00', u'open': u'10:00'}",,"{u'close': u'21:00', u'open': u'10:00'}",,"{u'close': u'21:00', u'open': u'10:00'}","{u'close': u'21:00', u'open': u'10:00'}","{u'close': u'21:00', u'open': u'10:00'}",55.941933,-3.1838281,Cafe Andamiro,Newington,True,7,4.0,EDH,business,Japanese,EH8
67303,True,,,full_bar,,dressy,,,,,False,,False,,,,,,False,False,,,,"{u'dj': False, u'background_music': False, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",,,,True,,,,False,True,,,,2f1SJghVS6k1eWIN13d6Rg,"Modern European,Wine Bars,Bars,Nightlife,Restaurants",Edinburgh,"108 Raeburn Place
Stockbridge
Edinburgh EH4 1HH","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",,"{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}",55.9593246874,-3.21432821357,Rollo,Stockbridge,True,10,4.0,MLN,business,European,EH4
67319,False,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': True, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,True,,no,oBed8sv8tgVmn43mUzPiFQ,"Thai,Restaurants",Edinburgh,"8-9 Teviot Place
Old Town
Edinburgh EH1 2QZ","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.945634,-3.1899895,Ting Thai Caravan,Old Town,True,39,4.0,MLN,business,Thai,EH1
67401,,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,True,,,False,,average,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,,,,wxqI0LWuHh0z-qg6jIaKvQ,"Mexican,Restaurants",Edinburgh,"32 Home Street
Tollcross
Edinburgh EH3 9LZ","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'20:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}",55.9429026,-3.203805,Taquito,"Tollcross,West End",True,9,4.0,EDH,business,Mexican,EH3
67484,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,True,,2.0,,False,True,True,,no,nJ31LKGa6y3Z8vgZr5-DMw,"Restaurants,Italian",Edinburgh,"96 Dalry Road
West End
Edinburgh EH11 2AX",,,,,,,,55.9437579,-3.2192518,Mia Restaurant,"West End,Haymarket",True,13,4.0,EDH,business,Italian,EH11
